"CRN","Course","*Campus","Days","Date","Time","Location","Hrs","Type","Title","Instructor","Seats","Limit","Enroll","Waitlist","Course Fees","Catalog"
"30968","CSE 590-07","M","","01/16/2023-05/09/2023","","","1","CLAS","Independent Study","Clinton L. Jeffery","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE590",""
"30288","CSE 591-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Lorie M. Liebrock","9","10","1","0","N/A","https://catalog.nmt.edu/courses/CSE591",""
"30290","CSE 591-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Subhasish Mazumdar","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE591",""
"30291","CSE 591-03","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","No Given Name Ramyaa","7","10","3","0","N/A","https://catalog.nmt.edu/courses/CSE591",""
"30292","CSE 591-04","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Dongwan Shin","8","10","2","0","N/A","https://catalog.nmt.edu/courses/CSE591",""
"30375","CSE 591-05","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Hamdy Soliman","9","10","1","0","N/A","https://catalog.nmt.edu/courses/CSE591",""
"30427","CSE 591-06","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Jun Zheng","8","10","2","0","N/A","https://catalog.nmt.edu/courses/CSE591",""
"30969","CSE 591-07","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Clinton L. Jeffery","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE591",""
"30293","CSE 595-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Lorie M. Liebrock","18","18","0","0","N/A","https://catalog.nmt.edu/courses/CSE595",""
"30294","CSE 595-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Subhasish Mazumdar","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE595",""
"30295","CSE 595-03","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","No Given Name Ramyaa","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE595",""
"30296","CSE 595-04","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE595",""
"30374","CSE 595-05","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Hamdy Soliman","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE595",""
"30428","CSE 595-06","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Jun Zheng","6","10","4","0","N/A","https://catalog.nmt.edu/courses/CSE595",""
"30970","CSE 595-07","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Clinton L. Jeffery","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CSE595",""
"31193","CYBS 500-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Research","Lorie M. Liebrock","9","10","1","0","N/A","https://catalog.nmt.edu/courses/CYBS500",""
"31580","CYBS 500-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Research","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS500",""
"31185","CYBS 503-01D","DE","R","01/16/2023-05/09/2023","1800-2100","WEB-V","3","CLAS","Cybersecurity Policy","Thomas M. Harper","13","20","7","0","$30","https://catalog.nmt.edu/courses/CYBS503",""
"31187","CYBS 504-01D","DE","T","01/16/2023-05/09/2023","1800-2100","WEB-V","3","CLAS","Psychology of Cybersecurity","Lorie M. Liebrock","10","15","5","0","$30","https://catalog.nmt.edu/courses/CYBS504",""
"31190","CYBS 554-01D","DE","W","01/16/2023-05/09/2023","1800-2100","WEB-V","3","CLAS","Computer Network Security","Sean C. Salinas","11","15","4","0","$30","https://catalog.nmt.edu/courses/CYBS554",""
"31194","CYBS 581-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Study","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS581",""
"31575","CYBS 581-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Study","Dongwan Shin","9","10","1","0","N/A","https://catalog.nmt.edu/courses/CYBS581",""
"31739","CYBS 589-01D","DE","R","01/16/2023-05/09/2023","1530-1800","WEB-V","3","CLAS","Frml Sec Policy Model & Method","Lyndon G. Pierson","9","10","1","0","N/A","https://catalog.nmt.edu/courses/CYBS589",""
"31195","CYBS 590-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Independent Study","Lorie M. Liebrock","9","10","1","0","N/A","https://catalog.nmt.edu/courses/CYBS590",""
"31576","CYBS 590-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Independent Study","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS590",""
"31196","CYBS 591-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS591",""
"31578","CYBS 591-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Dongwan Shin","9","10","1","0","N/A","https://catalog.nmt.edu/courses/CYBS591",""
"31197","CYBS 595-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Lorie M. Liebrock","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS595",""
"31579","CYBS 595-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Dongwan Shin","10","10","0","0","N/A","https://catalog.nmt.edu/courses/CYBS595",""
"31728","ECON 2110-01D","DE","T R","01/16/2023-05/09/2023","1700-1815","","3","CLAS","Macroeconomic Principles","Suraj Ghimire","0","40","40","0","N/A","https://catalog.nmt.edu/courses/ECON2110",""
"31463","ECON 289-01","M","T R","01/16/2023-05/09/2023","1230-1345","MSEC 105","3","CLAS","Internet Econ and E-Comm","Haoying Wang","14","20","6","0","$25","https://catalog.nmt.edu/courses/ECON289",""
"31761","ECON 489-01","M","R","01/16/2023-05/09/2023","1700-2000","CRAMER 203","3","CLAS","Managerial Economics","Jiakai Zhang","8","10","2","0","N/A","https://catalog.nmt.edu/courses/ECON489",""
"31471","EDUC 0189-01","M","F","01/16/2023-05/09/2023","1400-1600","CRAMER 239","2","CLAS","Mentoring and Leadership II","Theresa Apodaca","13","20","7","0","N/A","https://catalog.nmt.edu/courses/EDUC0189",""
"31812","EDUC 0189-03","M","F","01/17/2023-05/09/2023","1400-1600","CRAMER 239","0","CLAS","Mentoring and Leadership II","Theresa Apodaca","3","5","2","0","N/A","https://catalog.nmt.edu/courses/EDUC0189",""
"31811","EDUC 189-02","M","F","01/17/2023-05/09/2023","1400-1600","CRAMER 239","1","CLAS","Mentoring and Leadership II","Theresa Apodaca","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EDUC189",""
"30593","EDUC 341-01","M","M W","01/16/2023-05/09/2023","1700-1815","CRAMER 203","3","CLAS","Match Teach Strat to Stu Learn","Theresa Apodaca","2","20","18","0","$40","https://catalog.nmt.edu/courses/EDUC341",""
"31778","EDUC 341-01D","DE","M W","01/16/2023-05/09/2023","1700-1815","CRAMER 203","3","CLAS","Match Teach Strat to Stu Learn","Theresa Apodaca","5","10","5","0","$40","https://catalog.nmt.edu/courses/EDUC341",""
"31172","EDUC 342-01","M","M W","01/16/2023-05/09/2023","1700-1815","CRAMER 203","3","CLAS","Match Teach Strat to Stu Learn","Theresa Apodaca","8","10","2","0","$40","https://catalog.nmt.edu/courses/EDUC342",""
"31779","EDUC 342-01D","DE","M W","01/16/2023-05/09/2023","1700-1815","CRAMER 203","3","CLAS","Match Teach Strat to Stu Learn","Theresa Apodaca","10","10","0","0","$40","https://catalog.nmt.edu/courses/EDUC342",""
"31174","EDUC 403-01","M","T R","01/16/2023-05/09/2023","1700-1815","CRAMER 120","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","0","5","5","0","$40","https://catalog.nmt.edu/courses/EDUC403",""
"31724","EDUC 403-01D","DE","T R","01/16/2023-05/09/2023","1700-1815","WEB-V","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","17","20","3","0","N/A","https://catalog.nmt.edu/courses/EDUC403",""
"31176","EDUC 404-01","M","T R","01/16/2023-05/09/2023","1700-1815","CRAMER 120","3","CLAS","Mthds & Pract Student Teaching","Theresa Apodaca","5","5","0","0","$40","https://catalog.nmt.edu/courses/EDUC404",""
"31177","EDUC 404-01D","DE","T R","01/16/2023-05/09/2023","1700-1815","WEB-V","3","CLAS","Method & Practices of Teaching","Theresa Apodaca","10","10","0","0","$40","https://catalog.nmt.edu/courses/EDUC404",""
"30763","EDUC 413-01","M","","01/16/2023-05/09/2023","","TBA","9","CLAS","Student Teaching (Secondary)","Theresa Apodaca","4","6","2","0","N/A","https://catalog.nmt.edu/courses/EDUC413",""
"30764","EDUC 414-01","M","","01/16/2023-05/09/2023","","TBA","3","CLAS","Student Teaching Seminar","Theresa Apodaca","4","6","2","0","N/A","https://catalog.nmt.edu/courses/EDUC414",""
"31178","EDUC 503-01","M","T R","01/16/2023-05/09/2023","1700-1815","CRAMER 120","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","3","5","2","0","$40","https://catalog.nmt.edu/courses/EDUC503",""
"31725","EDUC 503-01D","DE","T R","01/16/2023-05/09/2023","1700-1815","WEB-V","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","18","20","2","0","N/A","https://catalog.nmt.edu/courses/EDUC503",""
"31180","EDUC 504-01","M","T R","01/16/2023-05/09/2023","1700-1815","CRAMER 120","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","5","5","0","0","$40","https://catalog.nmt.edu/courses/EDUC504",""
"31726","EDUC 504-01D","DE","M W","01/16/2023-05/09/2023","1700-1815","WEB-V","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","20","20","0","0","N/A","https://catalog.nmt.edu/courses/EDUC504",""
"31005","EDUC 511-01","M","","01/16/2023-05/09/2023","","","3","CLAS","Supervised Field Exp(Secdry)","Theresa Apodaca","1","2","1","0","N/A","https://catalog.nmt.edu/courses/EDUC511",""
"31006","EDUC 512-01","M","","01/16/2023-05/09/2023","","","3","CLAS","Supervised Field Exp (Elem)","Theresa Apodaca","1","2","1","0","N/A","https://catalog.nmt.edu/courses/EDUC512",""
"30660","EE 161-01","M","W","01/16/2023-05/09/2023","1400-1650","WORKC 189","1","CLAS","Basic Electronics Laboratory I","Chris Pauli","2","16","14","0","$100","https://catalog.nmt.edu/courses/EE161",""
"30661","EE 161-02","M","R","01/16/2023-05/09/2023","1400-1650","WORKC 189","1","CLAS","Basic Electronics Laboratory I","Chris Pauli","0","16","16","0","$100","https://catalog.nmt.edu/courses/EE161",""
"30674","EE 212-01","M","M W F","01/16/2023-05/09/2023","0900-0950","WORKC 109","3","CLAS","Circuits & Signals II","Krishna Roy","11","30","19","0","$10","https://catalog.nmt.edu/courses/EE212",""
"30883","EE 252-01","M","M W F","01/16/2023-05/09/2023","1000-1050","WEIR 102","3","CLAS","Digital Electronics","Rene Arechiga","11","30","19","0","$10","https://catalog.nmt.edu/courses/EE252",""
"30667","EE 332-01","M","M W F","01/16/2023-05/09/2023","1100-1150","WORKC 113","3","CLAS","Electricity and Magnetism","Anders M. Jorgensen","8","30","22","0","$10","https://catalog.nmt.edu/courses/EE332",""
"30668","EE 362-01","M","F","01/16/2023-05/09/2023","1400-1650","WORKC 116","1","CLAS","Mixed Electronics Lab II","Sihua Shao","7","30","23","0","$100","https://catalog.nmt.edu/courses/EE362",""
"30666","EE 372-01","M","T R","01/16/2023-05/09/2023","1100-1215","WORKC 113","3","CLAS","Modeling and Simulation","Scott Teare","7","30","23","0","$10","https://catalog.nmt.edu/courses/EE372",""
"30884","EE 472-01","M","M W F","01/16/2023-05/09/2023","1000-1050","SPEARE 117","4","CLAS","Digital Signal Processing","Sihua Shao","1","25","24","0","$10","https://catalog.nmt.edu/courses/EE472",""
"30885","EE 472L-01","M","M","01/16/2023-05/09/2023","1400-1650","WORKC 187","0","CLAS","Digital Signal Processing Lab","Sihua Shao","1","12","11","0","$100","https://catalog.nmt.edu/courses/EE472",""
"30886","EE 472L-02","M","W","01/16/2023-05/09/2023","1400-1650","WORKC 187","0","CLAS","Digital Signal Processing Lab","Sihua Shao","0","13","13","0","$100","https://catalog.nmt.edu/courses/EE472",""
"30664","EE 482-01","M","M W","01/16/2023-05/09/2023","1200-1250","WORKC 113","3","CLAS","Capstone Design II","Kevin Wedeward","14","30","16","0","$10","https://catalog.nmt.edu/courses/EE482",""
"30160","EE 482L-01","M","","01/16/2023-05/09/2023","","WORKC 183","0","CLAS","Capstone Design II","Kevin Wedeward","14","30","16","0","$125","https://catalog.nmt.edu/courses/EE482",""
"31369","EE 521-01","M","M W F","01/16/2023-05/09/2023","1300-1350","WORKC 117","4","CLAS","Measurement & Instrumentation","Anders M. Jorgensen","24","30","6","0","N/A","https://catalog.nmt.edu/courses/EE521",""
"31564","EE 565-01","M","T R","01/16/2023-05/09/2023","1100-1215","WORKC 117","4","CLAS","Position, Navigation,Timing","Aly I. El-Osery & Kevin Wedeward","19","30","11","0","$45","https://catalog.nmt.edu/courses/EE565",""
"31799","EE 590-01","M","","01/17/2023-05/09/2023","","","12","CLAS","Independent Study","Sihua Shao","4","5","1","0","N/A","https://catalog.nmt.edu/courses/EE590",""
"30210","EE 591-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Rene Arechiga","4","5","1","0","N/A","https://catalog.nmt.edu/courses/EE591",""
"30211","EE 591-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Aly I. El-Osery","1","5","4","0","N/A","https://catalog.nmt.edu/courses/EE591",""
"30250","EE 591-03","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Anders M. Jorgensen","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE591",""
"30257","EE 591-04","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Seda Senay","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE591",""
"30258","EE 591-05","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Scott Teare","4","5","1","0","N/A","https://catalog.nmt.edu/courses/EE591",""
"30382","EE 591-06","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Kevin Wedeward","2","5","3","0","N/A","https://catalog.nmt.edu/courses/EE591",""
"30973","EE 591-07","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Sihua Shao","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE591",""
"31565","EE 591-08","M","","01/16/2023-05/09/2023","","","1","CLAS","Thesis","Krishna Roy","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE591",""
"30546","EE 595-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Rene Arechiga","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE595",""
"30547","EE 595-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Aly I. El-Osery","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE595",""
"30548","EE 595-03","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Anders M. Jorgensen","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE595",""
"30549","EE 595-04","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Seda Senay","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EE595",""
"30550","EE 595-05","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Scott Teare","9","10","1","0","N/A","https://catalog.nmt.edu/courses/EE595",""
"30551","EE 595-06","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Kevin Wedeward","9","10","1","0","N/A","https://catalog.nmt.edu/courses/EE595",""
"30974","EE 595-07","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Sihua Shao","4","5","1","0","N/A","https://catalog.nmt.edu/courses/EE595",""
"31566","EE 595-08","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Krishna Roy","5","5","0","0","N/A","https://catalog.nmt.edu/courses/EE595",""
"31225","EMGT 508-01D","DE","R","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Engineering Project Management","Heidi A. Hahn","1","10","9","0","$25","https://catalog.nmt.edu/courses/EMGT508",""
"31638","EMGT 509-01D","DE","T","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Systems Risk & Decision Analy","Haoying Wang","3","10","7","0","$25","https://catalog.nmt.edu/courses/EMGT509",""
"31639","EMGT 513-01D","DE","M","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Technology Leadership","Franklin Reinow","11","15","4","0","$25","https://catalog.nmt.edu/courses/EMGT513",""
"31640","EMGT 589-01D","DE","W","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Supply Chain Management","Jiakai Zhang","10","15","5","0","N/A","https://catalog.nmt.edu/courses/EMGT589",""
"31641","EMGT 589-02D","DE","R","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Managerial Economics","Jiakai Zhang","13","15","2","0","N/A","https://catalog.nmt.edu/courses/EMGT589",""
"30220","EMGT 590-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Final Project","Franklin Reinow","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EMGT590",""
"30221","EMGT 590-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Final Project","Jiakai Zhang","10","10","0","0","N/A","https://catalog.nmt.edu/courses/EMGT590",""
"30384","EMGT 590-03","M","","01/16/2023-05/09/2023","","","1","CLAS","Final Project","Haoying Wang","7","10","3","0","N/A","https://catalog.nmt.edu/courses/EMGT590",""
"30161","ES 111-01","M","T R","01/16/2023-05/09/2023","1230-1345","MSEC 101","3","CLAS","Computer Programming for Engrs","William K. Oxford","0","24","24","0","$25","https://catalog.nmt.edu/courses/ES111",""
"30162","ES 111L-01","M","T","01/16/2023-05/09/2023","1400-1650","CRAMER 127","0","CLAS","Computer Programming Lab","William K. Oxford","0","24","24","0","N/A","https://catalog.nmt.edu/courses/ES111",""
"31063","ES 201-01","M","T R","01/16/2023-05/09/2023","1230-1345","MSEC 103","3","CLAS","Statics","Mostafa Hassanalian","0","31","31","0","$25","https://catalog.nmt.edu/courses/ES201",""
"30194","ES 201-02","M","M W F","01/16/2023-05/09/2023","1000-1050","CRAMER 203","3","CLAS","Statics","Hollis J. Dinwiddie","19","30","11","0","$25","https://catalog.nmt.edu/courses/ES201",""
"30009","ES 216-01","M","T R","01/16/2023-05/09/2023","1400-1515","MSEC 101","3","CLAS","Engineering Fluid Mechanics","Her Yuan Chen","1","31","30","0","$25","https://catalog.nmt.edu/courses/ES216",""
"30342","ES 216-02","M","M W F","01/16/2023-05/09/2023","1100-1150","MSEC 195","3","CLAS","Engineering Fluid Mechanics","Tie Wei","3","30","27","0","$25","https://catalog.nmt.edu/courses/ES216",""
"30164","ES 302-01","M","T R","01/16/2023-05/09/2023","0930-1045","SPEARE 116","3","CLAS","Mechanics of Materials","William K. Oxford","3","30","27","0","$25","https://catalog.nmt.edu/courses/ES302",""
"30367","ES 302-02","M","M W F","01/16/2023-05/09/2023","1100-1150","WEIR 102","3","CLAS","Mechanics of Materials","William K. Oxford","1","32","31","0","$25","https://catalog.nmt.edu/courses/ES302",""
"30015","ES 303-01","M","T R","01/16/2023-05/09/2023","0930-1045","WEIR 102","3","CLAS","Engineering Dynamics","Sayavur Bakhtiyarov","11","35","24","0","$25","https://catalog.nmt.edu/courses/ES303",""
"31792","ES 303-02","M","M W F","01/17/2023-05/09/2023","1300-1350","CRAMER 239","3","CLAS","Engineering Dynamics","William K. Oxford","16","25","9","0","$25","https://catalog.nmt.edu/courses/ES303",""
"30018","ES 316-01","M","T R","01/16/2023-05/09/2023","0930-1045","LOPEZ 106","3","CLAS","Engineering Economics","Hollis J. Dinwiddie","4","65","61","1","$25","https://catalog.nmt.edu/courses/ES316",""
"30154","ES 332-01","M","M W F","01/16/2023-05/09/2023","1100-1150","MSEC 103","3","CLAS","Electrical Engineering","Krishna Roy","0","58","58","0","$25","https://catalog.nmt.edu/courses/ES332",""
"30020","ES 347-01","M","T R","01/16/2023-05/09/2023","1230-1345","JONESA 101","3","CLAS","Thermodynamics","Pabitra Choudhury","7","40","33","0","$25","https://catalog.nmt.edu/courses/ES347",""
"30021","ES 350-01","M","M W F","01/16/2023-05/09/2023","1000-1050","MSEC 101","3","CLAS","Heat & Mass Transfer","Tie Wei","0","55","55","0","$25","https://catalog.nmt.edu/courses/ES350",""
"30542","ES 405L-01","M","T","01/16/2023-05/09/2023","1400-1555","JONES 276","1","CLAS","Inst, Meas, & Proc Control Lab","Seth T. Price","7","12","5","0","$35","https://catalog.nmt.edu/courses/ES405",""
"30752","ENGL 1110-01","M","T R","01/16/2023-05/09/2023","0930-1045","CRAMER 107","3","CLAS","Composition I","Rachel L. Cruz","0","22","22","0","$25","https://catalog.nmt.edu/courses/ENGL1110",""
"31472","ENGL 1110-02","M","T R","01/16/2023-05/09/2023","1100-1215","CRAMER 107","3","CLAS","Composition I","Rachel L. Cruz","4","18","14","0","$25","https://catalog.nmt.edu/courses/ENGL1110",""
"30753","ENGL 1120-01","M","M W F","01/16/2023-05/09/2023","1400-1450","SPEARE 116","3","CLAS","Composition II","William T. Clattenburg","0","20","20","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"30754","ENGL 1120-02","M","T R","01/16/2023-05/09/2023","1400-1515","CRAMER 107","3","CLAS","Composition II","Rachel L. Cruz","0","22","22","1","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"30755","ENGL 1120-03","M","T R","01/16/2023-05/09/2023","1530-1645","CRAMER 107","3","CLAS","Composition II","Rachel L. Cruz","1","21","20","1","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"30756","ENGL 1120-04","M","M W F","01/16/2023-05/09/2023","1000-1050","SPEARE 116","3","CLAS","Composition II","James R. Olson","0","20","20","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"30757","ENGL 1120-05","M","M W F","01/16/2023-05/09/2023","1100-1150","SPEARE 116","3","CLAS","Composition II","James R. Olson","0","20","20","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"30758","ENGL 1120-06","M","M W F","01/16/2023-05/09/2023","0900-0950","SPEARE 116","3","CLAS","Composition II","William T. Clattenburg","0","20","20","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"30759","ENGL 1120-07","M","M W F","01/16/2023-05/09/2023","1200-1250","SPEARE 116","3","CLAS","Composition II","William T. Clattenburg","-1","20","21","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"30760","ENGL 1120-08","M","M W F","01/16/2023-05/09/2023","1300-1350","SPEARE 116","3","CLAS","Composition II","James R. Olson","0","20","20","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"31479","ENGL 1120-09","M","T R","01/16/2023-05/09/2023","1230-1345","SPEARE 116","3","CLAS","Composition II","Karl R. Rowe","3","20","17","0","$25","https://catalog.nmt.edu/courses/ENGL1120",""
"30005","ENGL 341-01","M","T R","01/16/2023-05/09/2023","0930-1045","SPEARE 19","3","CLAS","Technical Writing","Marina Choy","0","21","21","0","$25","https://catalog.nmt.edu/courses/ENGL341",""
"30006","ENGL 341-02","M","T R","01/16/2023-05/09/2023","1100-1215","SPEARE 19","3","CLAS","Technical Writing","Marina Choy","0","20","20","0","$25","https://catalog.nmt.edu/courses/ENGL341",""
"30007","ENGL 341-03","M","T R","01/16/2023-05/09/2023","1400-1515","SPEARE 117","3","CLAS","Technical Writing","Marina Choy","8","20","12","0","$25","https://catalog.nmt.edu/courses/ENGL341",""
"30312","ENGL 341-04","M","T R","01/16/2023-05/09/2023","0800-0915","CRAMER 127","3","CLAS","Technical Writing","Elisabeth A. Kramer-Simpson","2","20","18","0","$25","https://catalog.nmt.edu/courses/ENGL341",""
"30424","ENGL 341-05","M","M W F","01/16/2023-05/09/2023","1400-1450","WEIR 132","3","CLAS","Technical Writing","James R. Olson","9","20","11","0","$25","https://catalog.nmt.edu/courses/ENGL341",""
"31786","ENVS 412-01","M","T R","01/16/2023-05/09/2023","1100-1215","SPEARE 23","3","CLAS","Geographic Information Systems","Phillip L. Miller","6","10","4","0","N/A","https://catalog.nmt.edu/courses/ENVS412",""
"31787","ENVS 412L-01","M","F","01/16/2023-05/09/2023","1400-1700","CRAMER 127","0","CLAS","Geographic Information Lab","Phillip L. Miller","6","10","4","0","N/A","https://catalog.nmt.edu/courses/ENVS412",""
"31481","EXPL 447-01D","DE","F","01/16/2023-05/09/2023","1100-1330","WEB-V","3","CLAS","Theory of Propellent & Pyrotec","William W. Anderson","16","20","4","0","$50","https://catalog.nmt.edu/courses/EXPL447",""
"31480","EXPL 447-1","M","F","01/16/2023-05/09/2023","1100-1330","WEIR 132","3","CLAS","Theory of Propellent & Pyrotec","William W. Anderson","10","20","10","0","$50","https://catalog.nmt.edu/courses/EXPL447",""
"31235","EXPL 449-01","M","T R","01/16/2023-05/09/2023","0930-1045","CRAMER 124","3","CLAS","Wave Propagation","Seok Bin Lim","14","15","1","0","$50","https://catalog.nmt.edu/courses/EXPL449",""
"31236","EXPL 449-01D","DE","T R","01/16/2023-05/09/2023","0930-1045","WEB-V","3","CLAS","Wave Propagation","Seok Bin Lim","14","15","1","0","$50","https://catalog.nmt.edu/courses/EXPL449",""
"31562","FDMA 0289-01","M","T R","01/16/2023-05/09/2023","1400-1645","SPEARE 23","3","CLAS","Mobile Application Design","Rebecca M. Spruill","2","20","18","0","$45","https://catalog.nmt.edu/courses/FDMA0289",""
"31558","FDMA 0289-02","M","T R","01/16/2023-05/09/2023","1700-1840","SPEARE 23","3","CLAS","Sculpture & Identity","Maria G. Garcia Guillen","5","20","15","0","$60","https://catalog.nmt.edu/courses/FDMA0289",""
"30622","GEOB 500-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Study","Daniel S. Jones","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOB500",""
"31689","GEOB 589-01","M","T","01/16/2023-05/09/2023","1400-1700","JONESA 104","3","CLAS","Metagenomic Analysis","Daniel S. Jones","0","5","5","0","N/A","https://catalog.nmt.edu/courses/GEOB589",""
"30742","GEOB 592-01","M","F","01/16/2023-05/09/2023","1300-1350","MSEC 103","1","CLAS","Graduate Seminar","John Naliboff","48","50","2","0","N/A","https://catalog.nmt.edu/courses/GEOB592",""
"30624","GEOB 593-01","M","F","01/16/2023-05/09/2023","1200-1250","MSEC 195","1","CLAS","Seminar","Mark Person & Shari A. Kelley","48","50","2","0","N/A","https://catalog.nmt.edu/courses/GEOB593",""
"30623","GEOB 595-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Dissertation","Daniel S. Jones","8","10","2","0","N/A","https://catalog.nmt.edu/courses/GEOB595",""
"30013","GEOC 500-01","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Research","Nelia Dunbar","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOC500",""
"30014","GEOC 500-02","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Research","Bonnie Frey","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOC500",""
"30016","GEOC 500-03","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Research","Alexander Gysi","8","10","2","0","N/A","https://catalog.nmt.edu/courses/GEOC500",""
"30430","GEOC 500-05","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Research","Matthew T. Heizler","10","10","0","0","N/A","https://catalog.nmt.edu/courses/GEOC500",""
"30433","GEOC 500-06","M","","01/16/2023-05/09/2023","","","1","CLAS","Directed Research","Nicole C. Hurtig","9","10","1","0","N/A","https://catalog.nmt.edu/courses/GEOC500",""
